

VRF,Address Family,Route,Active,Metric,Next Hop Index,Next Hop,Outgoing Interface,Route Preference,Source Protocol
Mgmt-intf,ipv4,0.0.0.0/0,True,0,1,10.10.20.254,N/A,1,static
