

Bootflash,Chassis,CPU,Device Name,Memory,Model,Processor Board ID,RP,Slots,Kernel Uptime,Name,OS,Last Reload Reason,BIOS Compile Time,BIOS Version,Kickstart Compile Time,Kickstart Image,Kickstart Version,System Compile Time,System Image File,System Version
3509454 kB,Nexus9000 9000v,Intel(R) Xeon(R) Gold 6238 CPU @ 2.10GHz,dist-sw01,8161516 kB,Nexus9000 9000v,9SURZFD8MR6,None,None,0 2 53 15,Nexus,NX-OS,Unknown,,,,,,8/20/2019 7:00:00 [08/20/2019 15:52:22],bootflash:///nxos.9.2.4.bin,9.2(4)
